NumerOfFollowings,NumberOfFollowers,NumberOfTweets,LengthOfScreenName,LengthOfDescriptionInUserProfile,CreatedAt_encoded,CollectedAt_encoded,class
8,1,5,15,0,30721,30753,1
12,0,9,15,0,30722,30754,1
85,23,117,15,0,30723,30755,1
61,14,47,14,0,30724,30756,1
36,8,100,15,0,30725,30757,1
24,13,61,14,0,30726,30758,1
824,272,1294,13,0,30727,30759,1
278,92,419,11,0,30728,30760,1
12,0,5,15,0,30729,30761,1
109,35,186,13,0,30730,30762,1
126,21,221,13,0,30731,30763,1
11,4,61,14,0,30732,30764,1
34,7,57,15,0,30733,30765,1
345,97,510,15,0,30734,30766,1
1271,348,1880,15,0,30735,30767,1
426,78,610,13,0,30736,30768,1
386,70,562,13,0,30737,30769,1
30,4,19,15,0,30738,30770,1
1020,284,915,11,0,30739,30771,1
38,8,76,15,0,30740,30772,1
198,15,92,15,0,30741,30773,1
51,24,63,15,0,30742,30774,1
41,12,51,11,0,30743,30775,1
143,62,209,15,0,30744,30776,1
478,142,15,11,0,30745,30777,1
113,55,173,15,0,30746,30778,1
626,87,146,14,0,30747,30779,1
168,77,239,15,0,30748,30780,1
204,124,330,14,0,30749,30781,1
55,13,63,15,0,30750,30782,1
53,19,60,15,0,30751,30783,1
13,0,2,8,0,30752,30784,1
157,60,256,15,0,30753,30785,1
71,25,92,15,0,30754,30786,1
136,60,210,15,0,30755,30787,1
172,64,267,15,0,30756,30788,1
8,2,1,15,0,30756,30789,1
210,76,286,12,0,30757,30790,1
133,50,222,15,0,30758,30791,1
26,4,10,15,0,30759,30792,1
58,21,82,15,0,30760,30793,1
58,19,73,13,0,30761,30794,1
135,45,201,15,0,30762,30795,1
36,12,38,15,0,30763,30796,1
129,64,199,12,0,30764,30797,1
34,11,23,15,0,30765,30798,1
10,1,1,13,0,30766,30799,1
208,30,30,15,0,30767,30800,1
45,7,5,15,0,30768,30801,1
9,0,1,12,0,30769,30802,1
10,0,1,12,0,30770,30802,1
20,1,3,12,0,30771,30803,1
10,0,1,14,0,30772,30804,1
10,0,1,15,0,30773,30805,1
552,92,98,12,0,30774,30806,1
10,2,1,15,0,30775,30807,1
167,16,19,14,0,30776,30808,1
10,0,1,15,0,30777,30809,1
10,0,1,13,0,30778,30810,1
250,41,31,15,0,30779,30811,1
534,210,24,13,0,30780,30812,1
20,2,2,15,0,30781,30813,1
9,0,1,15,0,30782,30814,1
46,2,4,13,0,30783,30815,1
8,0,1,14,0,30784,30816,1
134,15,15,15,0,30785,30817,1
90,7,12,14,0,30786,30818,1
1286,743,0,7,30,30787,30819,1
966,688,80,12,134,30788,30820,1
1162,148,379,9,0,30789,30821,1
366,6,0,11,0,30790,30822,1
315,0,0,14,0,30791,30823,1
3680,3433,297,12,99,30792,30824,1
183,46,2,10,0,30793,30825,1
584,1,82,14,49,30794,30826,1
296,1,39,10,77,30795,30827,1
257,1,0,14,0,30796,30828,1
936,185,167,14,82,30797,30829,1
248,2,0,9,107,30798,30830,1
936,3,0,14,15,30799,30831,1
954,9,0,7,0,30800,30832,1
957,8,0,8,0,30801,30833,1
437,257,35,11,83,30802,30834,1
7130,6496,3097,9,67,30803,30835,1
85,5,4,8,0,30804,30836,1
1878,1730,309,12,101,30805,30837,1
802,56,227,4,58,30806,30838,1
977,134,89,12,59,30807,30839,1
782,488,321,15,111,30808,30840,1
150,25,1,13,90,30809,30841,1
1220,668,30,9,0,30810,30842,1
3971,4305,235,11,125,30811,30843,1
1024,112,7,13,60,30812,30844,1
655,466,100,13,120,30813,30845,1
794,13,1,15,28,30814,30846,1
736,582,129,11,67,30815,30847,1
1357,167,141,13,155,30816,30848,1
118,28,75,8,63,30817,30849,1
1733,1620,164,9,81,30818,30850,1
1837,1699,402,15,96,30819,30851,1
251,84,349,12,120,30820,30852,1
1956,1727,419,15,95,30821,30853,1
139,1,0,10,0,30822,30854,1
1478,179,61,15,102,30823,30855,1
118,13,0,8,49,30824,30856,1
957,6,0,9,28,30825,30831,1
14575,13255,681,12,152,30826,30857,1
953,11,0,13,10,30827,30858,1
359,197,560,12,0,30828,30859,1
1443,1082,42,11,113,30829,30860,1
9,3,2,9,0,30830,30861,1
1628,332,3,9,45,30831,30862,1
488,244,217,8,0,30832,30863,1
128,4,0,13,17,30833,30864,1
1179,96,0,12,17,30834,30865,1
1256,1119,79,9,0,30835,30866,1
559,1,0,7,35,30836,30867,1
721,134,13,11,65,30837,30868,1
869,36,2,15,0,30838,30869,1
770,6,0,8,88,30839,30870,1
971,4,0,14,160,30840,30871,1
957,9,0,15,0,30841,30872,1
86,5,4,15,57,30842,30873,1
85,2,5,11,23,30843,30874,1
89,1,1,7,0,30844,30875,1
157,47,30,14,43,30845,30876,1
406,21,0,10,82,30846,30877,1
962,2,0,11,0,30847,30878,1
1931,238,62,13,59,30848,30879,1
2001,573,21,9,9,30849,30880,1
414,32,356,14,24,30850,30881,1
951,8,0,10,66,30851,20436,1
330,1062,119,14,0,30852,30882,1
222,8,36,8,0,30853,30883,1
950,868,788,15,56,30854,30884,1
316,53,519,8,29,30855,30885,1
892,560,5534,12,26,30856,30886,1
261,77,34,6,87,30857,30887,1
843,651,310,11,95,30858,30888,1
230,1,1,12,0,30859,30889,1
266,16,0,13,0,30860,30890,1
366,74,0,15,0,30861,30891,1
419,1,0,13,0,30862,30892,1
415,1,0,15,0,30863,30893,1
749,75,8,15,0,30864,30894,1
354,35,1,14,0,30865,30895,1
391,16,1,15,0,30866,30896,1
697,170,13,11,66,30867,30897,1
149,20,1,15,69,30868,30898,1
139,3,2,12,0,30869,30899,1
667,254,14,11,71,30870,30900,1
393,14,15,10,120,30871,30901,1
118,0,1,15,0,30872,30902,1
885,5,1,15,0,30873,30903,1
305,1,1,12,0,30874,30904,1
88,0,1,15,0,30875,30905,1
294,2,1,14,0,30876,30906,1
872,3,1,15,0,30877,30907,1
871,2,1,15,0,30878,30908,1
519,2,1,15,0,30879,30909,1
375,4,1,13,0,30880,30910,1
137,0,1,15,0,30881,30911,1
974,11,1,14,0,30882,30912,1
561,1,1,15,0,30883,30913,1
641,7,1,15,0,30884,30914,1
806,11,1,15,0,30885,30915,1
907,3,2,15,0,30886,30916,1
426,5,1,13,0,30887,30917,1
560,2,1,15,0,30888,30918,1
453,1,1,13,0,30889,30919,1
146,3,1,14,0,30890,30920,1
267,1,1,14,0,30891,30921,1
662,3,1,15,0,30892,30922,1
118,0,1,12,0,30893,30923,1
737,4,1,15,0,30894,30924,1
153,0,1,15,0,30895,30925,1
619,3,1,12,0,30896,30926,1
573,2,1,13,0,30897,30927,1
94,0,1,10,0,30898,30928,1
457,7,2,15,0,30899,30929,1
464,14,1,13,0,30900,30930,1
556,3,2,14,0,30901,30931,1
570,6,1,15,0,30902,30932,1
58,0,1,15,0,30903,30933,1
556,1,1,14,0,30904,30934,1
636,4,1,15,0,30905,30935,1
294,3,1,10,0,30906,30936,1
571,5,1,13,0,30907,30937,1
524,6,1,15,0,30907,30936,1
443,5,2,15,0,30908,30938,1
548,1,1,15,0,30909,30939,1
565,9,2,13,0,30910,30940,1
414,3,1,14,0,30910,30941,1
463,2,1,14,0,30911,30942,1
476,13,2,13,0,30912,30943,1
526,4,1,11,0,30913,30944,1
474,3,1,15,0,30914,30945,1
744,3,1,14,0,30915,30946,1
96,51,1,15,0,30916,29458,1
396,6,2,14,0,30917,30947,1
671,3,1,15,0,30918,30944,1
622,3,1,13,0,30919,30948,1
371,71,1,14,0,30920,30949,1
533,12,2,13,0,30920,30950,1
403,10,2,13,0,30921,30951,1
570,36,1,15,0,30922,30952,1
448,13,1,14,0,30923,30943,1
401,3,1,15,0,30924,30953,1
385,23,1,15,0,30924,30954,1
396,20,1,14,0,30925,30955,1
452,8,1,12,0,30926,30956,1
1860,1413,4,11,98,30927,30957,1
155,77,87,8,108,30928,30958,1
420,48,30,15,108,30929,30959,1
1854,957,1929,14,132,30930,30960,1
647,49,13,10,54,30931,30961,1
279,59,2,12,81,30932,30962,1
1580,504,14,15,116,30933,30963,1
298,32,42,9,0,30934,30964,1
95,2,96,12,0,30935,30965,1
202,102,312,7,110,30936,30966,1
195,85,17,7,0,30937,30967,1
960,5,0,9,65,30938,30968,1
430,2,0,11,16,30939,30969,1
1943,1717,2876,5,123,30940,30970,1
799,48,4,15,60,30941,30971,1
732,4,118,7,132,30942,30972,1
600,261,62,10,143,30943,30973,1
1440,640,177,14,24,30944,30974,1
806,279,23,8,84,30945,30975,1
2000,1757,835,7,90,30946,30976,1
756,317,289,10,30,30947,30977,1
3315,3018,277,8,0,30948,30978,1
1082,640,787,8,84,30949,30979,1
455,28,0,6,0,30950,30980,1
566,51,72,13,0,30951,30981,1
3943,3749,268,11,145,30952,30982,1
1789,204,16,10,0,30953,30983,1
1792,259,11,10,0,30954,30984,1
1311,871,422,14,35,30955,30985,1
1754,835,106,7,30,30956,30986,1
99,1,0,7,148,30957,30987,1
956,11,0,13,64,30958,21590,1
947,6,0,13,0,30959,30988,1
299,54,215,14,66,30960,30989,1
279,58,4,6,0,30961,30990,1
291,62,5,10,0,30962,30991,1
295,61,8,7,0,30963,30992,1
297,72,4,7,0,30964,30991,1
284,60,4,8,0,30965,30993,1
172,4,7,13,104,30966,30994,1
557,319,500,10,74,30967,30995,1
730,3,0,7,100,30968,30996,1
480,0,0,13,105,30969,30997,1
223,280,1722,5,39,30970,30998,1
369,0,0,12,0,30971,30999,1
413,4,0,8,0,30972,31000,1
180,20,5,15,24,30973,31001,1
3090,2833,3991,12,118,30974,31002,1
964,1,0,14,65,30975,31003,1
767,4,0,9,0,30976,31004,1
369,1,0,8,70,30977,31005,1
714,367,86,11,69,30978,31006,1
510,1,1,10,0,30979,31007,1
967,3,0,11,88,30980,31008,1
1995,1509,260,15,101,30981,31009,1
253,190,344,13,113,30982,31010,1
225,10,7,15,0,30983,31011,1
1967,1092,1524,13,78,30984,31012,1
26,10,9,14,43,30985,31013,1
1268,1210,2,14,0,30986,31014,1
1724,1534,184,14,68,30987,31015,1
28,2,0,13,17,30988,31016,1
590,0,0,11,0,30989,31017,1
80,1,0,10,148,30990,31018,1
1831,1208,64,14,98,30991,31019,1
570,4,0,9,28,30992,31020,1
2348,2150,197,15,82,30993,31021,1
313,11,4,15,0,30994,31022,1
1572,1543,107,15,104,30995,31023,1
19,0,7,9,0,30996,31024,1
579,123,1,13,0,30997,31025,1
672,112,464,14,101,30998,31026,1
598,123,1,15,0,30999,31027,1
1252,1060,155,13,67,31000,31028,1
1728,1701,317,11,149,31001,31029,1
424,107,25,8,26,31002,31030,1
53,6,1,13,0,31003,31031,1
724,287,131,7,0,31004,31032,1
1770,700,64,13,153,31005,31033,1
459,100,13,8,18,31006,31034,1
459,53,6,7,24,31007,31035,1
138,0,6,10,0,31008,31036,1
2001,1297,102,12,0,31009,31037,1
264,2,1,9,0,31010,31038,1
253,0,1,7,0,31011,31039,1
278,99,22,14,41,31012,31040,1
836,21,6,10,0,31013,31041,1
365,139,177,15,0,31014,31042,1
1833,818,54,14,109,31015,31043,1
225,1,7,11,92,31016,31044,1
1651,160,4,11,0,31017,31045,1
485,2,1,14,0,31018,31046,1
204,99,121,12,0,31019,31047,1
799,2,1,11,49,31020,31048,1
1035,86,32,11,0,31021,31049,1
823,392,129,15,159,31022,31050,1
1595,174,40,8,0,31023,31051,1
337,138,18,13,0,31024,31052,1
1021,623,362,6,0,31025,31053,1
1705,961,1323,7,73,31026,31054,1
1939,1559,50,9,29,31027,31055,1
486,0,2,13,21,31028,31056,1
1422,136,3,12,119,31029,31057,1
214,51,5,12,0,31030,31058,1
147,67,4,6,0,31031,31059,1
301,67,4,10,0,31032,31060,1
286,57,4,8,0,31033,31061,1
1101,795,943,15,101,31034,31062,1
127,3,7,15,71,31035,31063,1
279,47,25,4,0,31036,31064,1
477,4,0,5,95,31037,31065,1
136,1,0,14,39,31038,31066,1
306,4,0,5,20,31039,31067,1
104,7,2,12,0,31040,31068,1
646,379,85,12,83,31041,31069,1
1505,1341,2136,15,115,31042,31070,1
1217,653,161,12,91,31043,31071,1
1575,342,307,6,0,31044,31072,1
1540,178,218,11,0,31045,31073,1
607,6,0,15,73,31046,31074,1
106,14,19,7,142,31047,31075,1
7662,6981,1508,9,37,31048,31076,1
71,10,15,12,99,31049,31077,1
4325,3941,1230,13,83,31050,31078,1
161,47,11,11,0,31051,31079,1
651,213,39,15,77,31052,31080,1
1844,599,1036,15,62,31053,31081,1
366,179,277,13,101,31054,31082,1
1400,84,3,11,0,31055,31083,1
1465,74,1,15,0,31056,31084,1
115,2,0,11,106,31057,31085,1
396,76,11,8,0,31058,31086,1
1779,551,132,13,56,31059,31087,1
570,208,222,11,0,31060,31088,1
344,49,4,10,59,31061,31089,1
369,2,2,11,101,31062,31090,1
841,230,1,9,0,31063,31091,1
963,6,0,12,26,31064,31092,1
1984,492,61,14,0,31065,31093,1
555,8,0,10,44,31066,31094,1
566,2,34,8,60,31067,31095,1
944,5,127,8,15,31068,31096,1
970,2,127,10,0,31069,31097,1
958,5,89,5,83,31070,31098,1
617,392,26,15,0,31071,31099,1
519,138,9,8,22,31072,31100,1
229,1,25,11,44,31073,31101,1
21,1,1,5,0,31074,31102,1
407,0,66,9,29,31075,31103,1
863,113,135,14,87,31076,31104,1
745,461,1255,12,87,31077,31105,1
649,333,106,14,84,31078,31106,1
337,16,8,9,95,31079,31107,1
1317,89,120,12,0,31080,31108,1
575,374,204,15,44,31081,31109,1
477,2,0,13,106,31082,31110,1
199,3,0,15,138,31083,31111,1
567,288,21,12,69,31084,31112,1
171,1,1,12,0,31085,31113,1
576,35,7,11,45,31086,31114,1
195,11,2,12,0,31087,31115,1
279,0,4,13,0,31088,31116,1
143,0,1,13,0,31089,31117,1
230,89,27,11,58,31090,31118,1
1752,586,45,11,44,31091,31119,1
89,0,1,5,0,31092,31120,1
1074,765,1736,15,43,31093,31121,1
1007,444,1095,8,137,31094,31122,1
713,113,0,11,49,31095,31123,1
1179,824,1092,14,142,31096,31124,1
643,122,0,15,54,31097,31125,1
540,499,922,10,123,31098,31126,1
337,25,12,9,0,31099,31127,1
1120,17,3,13,0,31100,31128,1
595,83,2,15,126,31101,31129,1
936,7,0,9,0,31102,31130,1
889,6,0,9,39,31103,31131,1
432,0,0,11,67,31104,31132,1
502,53,19,15,83,31105,31133,1
1491,568,22,9,81,31106,31134,1
131,2,1,8,24,31107,31135,1
1046,183,14,15,40,31108,31136,1
2001,1223,49,12,44,31109,31137,1
342,219,659,15,129,31110,31138,1
629,305,42,11,44,31111,31139,1
143,3,3,15,84,31112,31140,1
636,358,12,14,0,31113,31141,1
258,63,4,13,82,31114,31142,1
121,0,4,15,55,31115,31143,1
657,1,1,5,0,31116,31144,1
2514,2354,208,12,34,31117,31145,1
1318,43,8,9,0,31118,31146,1
35,0,3,8,0,31119,31147,1
212,6,2,13,145,31120,31148,1
283,128,945,13,56,31121,31149,1
94,8,0,8,0,31122,30352,1
545,264,13,11,38,31123,31150,1
498,21,0,9,0,31124,31151,1
949,52,39,7,82,31125,31152,1
702,261,24,13,54,31126,31153,1
458,120,290,15,23,31127,31154,1
1205,286,1,14,87,31128,31155,1
767,291,2,13,85,31129,31156,1
265,13,21,8,52,31130,31157,1
7070,6437,215,9,95,31131,31158,1
788,66,49,15,76,31132,31159,1
208,73,9,7,0,31133,31160,1
2208,2009,15,14,72,31134,31161,1
211,47,0,10,0,31135,31162,1
1839,1268,78,10,92,31136,31163,1
177,10,30,8,25,31137,31164,1
292,101,19,10,0,31138,31165,1
294,26,0,15,33,31139,31166,1
1396,746,929,13,43,31140,31167,1
1195,497,181,9,86,31141,31168,1
716,43,12,13,0,31142,31169,1
184,74,155,15,63,31143,31170,1
24,17,2,11,0,31144,31171,1
978,7,0,9,0,31145,31172,1
347,18,2,11,19,31146,31173,1
1120,586,1,15,0,31147,31174,1
416,91,5,11,0,31148,31175,1
49,0,2,11,73,31149,31176,1
361,37,4,12,74,31150,31177,1
2001,288,3190,15,0,31151,31178,1
688,4,0,9,56,31152,23933,1
1628,486,7,13,152,31153,31179,1
141,10,9,12,79,31154,31180,1
156,12,65,13,155,31155,31181,1
2375,2158,11189,8,105,31156,31182,1
213,36,7,11,91,31157,31183,1
1006,750,22,7,58,31158,31184,1
97,5,4,11,0,31159,31185,1
861,269,197,9,101,31160,31186,1
4190,3847,112,11,58,31161,31187,1
12,0,7,14,0,31162,31188,1
843,151,6,15,31,31163,31189,1
703,3,0,10,16,31164,31190,1
1851,548,37,12,65,31165,31191,1
93,2,3,15,0,31166,31192,1
319,192,28,8,22,31167,31193,1
1809,383,123,9,70,31168,31194,1
1828,218,146,8,111,31169,31195,1
1528,243,6,9,0,31170,31196,1
1,0,0,6,0,31171,31197,1
975,4,0,13,0,31172,31198,1
793,5,0,9,46,31173,31199,1
353,266,435,10,44,31174,31200,1
167,71,149,7,142,31175,31201,1
1899,196,8,10,33,31176,31202,1
454,1,0,12,0,31177,31203,1
462,51,2,11,30,31178,31204,1
1319,1043,119,6,8,31179,31205,1
471,3,0,9,0,31180,31206,1
1998,1775,902,13,70,31181,31207,1
336,20,32,12,58,31182,31208,1
497,44,1,12,0,31183,31209,1
427,50,0,15,133,31184,31210,1
181,11,5,8,0,31185,31211,1
1218,562,24,6,135,31186,31212,1
976,1,0,11,38,31187,31213,1
951,5,0,9,130,31188,31214,1
944,4,0,14,0,31189,31215,1
20,0,4,14,0,31190,31216,1
540,39,16,12,70,31191,31217,1
62,6,109,14,0,31192,31218,1
1027,308,327,11,84,31193,31219,1
377,80,4,9,0,31194,31220,1
62,2,6,12,0,31195,31221,1
148,14,1,11,112,31196,31222,1
1582,117,61,5,27,31197,31223,1
580,17,1036,9,0,31198,31224,1
312,125,14,10,0,31199,31225,1
1668,1056,1067,14,0,31200,31226,1
89,0,0,9,68,31201,31227,1
986,734,1156,9,41,31202,31228,1
455,358,46,7,38,31203,31229,1
588,363,18,12,0,31204,31230,1
714,336,78,9,20,31205,31231,1
35,0,0,9,0,31206,31232,1
262,5,1,8,0,31207,31233,1
913,762,1234,15,49,31208,31234,1
80,4,1,8,0,31209,31235,1
851,191,7,13,44,31210,31236,1
65,0,0,6,0,31211,31237,1
892,679,1031,7,39,31212,31238,1
310,136,18,9,0,31213,31239,1
26,2,4,10,35,31214,31240,1
296,175,489,10,70,31215,31241,1
1032,548,199,5,28,31216,31242,1
176,0,0,7,0,31217,31243,1
9749,8982,1459,12,0,31218,31244,1
1199,1130,1242,7,29,31219,31245,1
410,173,97,7,131,31220,31246,1
339,56,18,13,68,31221,31247,1
208,9,3,14,159,31222,31248,1
395,64,32,9,0,31223,31249,1
201,0,1,11,146,31224,31250,1
2858,2598,13,11,0,31225,31251,1
369,19,2,8,0,31226,31252,1
177,20,9,8,0,31227,31253,1
813,82,17,7,0,31228,31254,1
47,969,7,12,0,31229,31255,1
392,58,6,11,93,31230,31256,1
53,3,42,13,0,31231,31257,1
807,421,5,11,113,31232,31258,1
1636,2036,2388,11,140,31233,31259,1
1287,165,8,15,46,31234,31260,1
400,105,5,9,0,31235,31261,1
727,535,611,15,62,31236,31262,1
443,172,39,13,21,31237,31263,1
1953,233,16,14,15,31238,31264,1
485,44,19,6,0,31239,31265,1
689,2,0,10,0,31240,31266,1
562,6,0,12,36,31241,31267,1
48,1,17,15,0,31242,31268,1
955,6,0,11,151,31243,31269,1
612,108,1,14,0,31244,31270,1
901,69,29,11,0,31245,31271,1
969,6,0,7,15,31246,31272,1
525,338,2836,14,0,31247,31273,1
1792,1582,2891,11,73,31248,31274,1
1442,647,33,15,31,31249,31275,1
356,0,1,12,62,31250,31276,1
1541,246,519,11,56,31251,31277,1
1321,652,16,14,0,31252,31278,1
564,206,18,14,0,31253,31279,1
109,62,60,11,69,31254,31280,1
914,403,1,11,0,31255,31281,1
744,255,4,14,144,31256,31282,1
2000,967,119,12,97,31257,31283,1
675,311,1,10,70,31258,24847,1
1314,403,172,15,0,31259,31284,1
28,0,5,9,0,31260,31285,1
148,5,4,12,0,31261,31286,1
1997,241,23,11,0,31262,31287,1
159,10,1,15,130,31263,31288,1
1179,822,404,12,104,31264,31289,1
688,490,28,11,78,31265,31290,1
643,313,66,6,0,31266,31291,1
146,33,54,10,0,31267,31292,1
966,419,290,14,135,31268,31293,1
3093,2848,3496,11,157,31269,31294,1
98,1,1,7,0,31270,31295,1
150,1,0,11,126,31271,31296,1
1999,254,107,14,120,31272,31297,1
184,45,54,12,0,31273,31298,1
1167,77,7,11,0,31274,31299,1
976,194,65,15,114,31275,31300,1
994,388,229,15,0,31276,31301,1
1997,899,428,7,47,31277,31302,1
972,889,3,6,51,31278,31303,1
919,159,34,5,31,31279,31304,1
721,151,21,13,59,31280,31305,1
257,9,0,13,62,31281,31306,1
426,327,17,14,0,31282,31307,1
136,18,12,14,101,31283,31308,1
1647,1181,33,12,0,31284,31309,1
117,0,0,13,23,31285,31310,1
512,130,193,12,145,31286,31311,1
135,2,2,10,66,31287,31312,1
172,2,1,15,105,31288,31313,1
756,333,343,15,159,31289,31314,1
962,7,0,9,25,31290,31315,1
1239,412,33,14,56,31291,31316,1
189,0,24,10,53,31292,31317,1
888,4,1,11,0,31293,31318,1
398,2,1,11,0,31294,31319,1
937,8,48,7,145,31295,31320,1
913,5,0,11,0,31296,31321,1
2005,1042,1248,14,77,31297,31322,1
1466,317,21,10,0,31298,31323,1
1898,388,98,8,0,31299,31324,1
235,27,82,13,122,31300,31325,1
987,20,1,10,18,31301,31326,1
1443,590,45,15,77,31302,31327,1
126,1,0,15,0,31303,31328,1
949,746,204,9,134,31304,31329,1
1860,1473,1323,10,107,31305,31330,1
592,2,0,13,0,31306,31331,1
270,1,2,14,0,31307,31332,1
1783,353,8,11,0,31308,31333,1
499,260,147,14,68,31309,31334,1
1425,500,517,8,122,31310,31335,1
1786,1669,1511,14,73,31311,31336,1
555,5,0,7,27,31312,31337,1
796,55,0,10,0,31313,31338,1
466,3,0,7,43,31314,31339,1
1462,134,222,10,0,31315,31340,1
108,0,0,8,0,31316,31341,1
441,93,115,9,39,31317,31342,1
1998,392,38,12,74,31318,31343,1
40,0,0,15,0,31319,31344,1
3393,3117,1,9,0,31320,31345,1
60,4,26,7,66,31321,31346,1
497,48,2,10,84,31322,31347,1
1922,828,9,11,0,31323,31348,1
4370,4129,1472,14,76,31324,31349,1
216,141,1939,10,35,31325,31350,1
464,305,1622,11,121,31326,31351,1
1997,1674,0,9,46,31327,31352,1
1803,490,129,15,71,31328,31353,1
1873,1539,3733,8,90,31329,31354,1
407,306,115,14,52,31330,31355,1
9737,9060,63526,10,141,31331,31356,1
1960,941,345,10,31,31332,31357,1
306,48,15,15,103,31333,31358,1
38,19,76,7,82,31334,31359,1
240,138,278,13,26,31335,31360,1
2219,2018,1171,11,109,31336,31361,1
722,344,74,11,18,31337,31362,1
1375,164,10,15,0,31338,31363,1
1724,1242,8,11,160,31339,31364,1
1576,947,9,15,158,31340,31365,1
1512,1315,306,9,111,31341,31366,1
950,190,65,11,0,31342,31367,1
264,22,5,11,0,31343,31368,1
1294,639,19,11,51,31344,31369,1
888,7,0,10,109,31345,31370,1
629,6,0,8,143,31346,31371,1
877,121,51,12,0,31347,31372,1
422,73,4,12,0,31348,31373,1
614,523,64,11,54,31349,31374,1
1044,155,6,13,0,31350,31375,1
196,10,1,8,0,31351,31376,1
1899,1301,10,15,129,31352,31377,1
148,6,0,14,0,31353,31378,1
164,6,0,12,0,31354,31378,1
530,205,87,11,0,31355,31379,1
1193,441,275,14,0,31356,31380,1
411,28,461,13,0,31357,31381,1
1474,1295,593,14,156,31358,31382,1
1377,802,78,12,59,31359,31383,1
1898,901,160,12,56,31360,31384,1
337,187,35,15,58,31361,31385,1
157,0,0,11,0,31362,31386,1
95,0,1,11,0,31363,31387,1
1310,267,17,10,0,31364,31388,1
2993,2880,46,10,76,31365,31389,1
955,531,289,7,156,31366,31390,1
847,277,85,12,79,31367,31391,1
301,249,750,14,125,31368,31392,1
907,659,414,15,90,31369,31393,1
1071,94,6,9,0,31370,31394,1
658,8,2,9,0,31371,31395,1
1459,378,16,11,130,31372,31396,1
1921,131,1,10,0,31373,31397,1
193,67,624,13,88,31374,31398,1
1221,562,12,8,94,31375,31399,1
544,13,2,11,0,31376,31400,1
1999,783,67,14,123,31377,31401,1
426,112,18,11,0,31378,31402,1
993,328,112,13,92,31379,31403,1
1961,443,3,12,77,31380,31404,1
1611,1338,495,15,61,31381,31405,1
1428,854,1,13,59,31382,31406,1
560,5,9,14,159,31383,31407,1
168,62,1,14,68,31384,31408,1
1742,335,64,8,24,31385,31409,1
86,12,8,9,26,31386,31410,1
391,152,152,15,91,31387,31411,1
20,0,0,9,0,31388,31412,1
365,69,54,14,92,31389,31413,1
439,221,1337,13,111,31390,31414,1
949,1,0,10,29,31391,31415,1
1391,254,26,11,82,31392,31416,1
593,27,46,10,0,31393,31417,1
56,4,0,10,66,31394,31418,1
1262,117,5,12,0,31395,31419,1
1498,266,36,13,139,31396,31420,1
893,445,261,15,99,31397,31421,1
73,30,155,9,54,31398,31422,1
361,26,1,15,115,31399,31423,1
1100,836,929,9,155,31400,31424,1
173,59,125,15,87,31401,31425,1
452,259,19,12,39,31402,31426,1
13,0,4,8,0,31403,31427,1
939,607,18,12,15,31404,31428,1
1288,907,234,8,0,31405,31429,1
370,14,1,13,0,31406,31430,1
193,1,1,13,0,31407,31431,1
644,87,1,13,0,31408,31432,1
664,17,1,14,0,31409,31433,1
190,0,1,15,0,31410,31434,1
429,7,1,11,0,31411,31435,1
196,4,1,15,0,31412,31436,1
382,3,1,15,0,31413,31437,1
373,6,1,15,0,31414,31438,1
377,11,1,15,0,31415,31439,1
161,367,254,12,118,31416,31440,1
2000,1022,805,15,114,31417,31441,1
906,316,20,10,67,31418,31442,1
312,176,486,12,28,31419,31443,1
1919,178,562,15,61,31420,31444,1
623,179,10,10,0,31421,31445,1
2001,749,24,15,0,31422,31446,1
1474,1171,35,10,45,31423,31447,1
337,68,0,14,0,31424,19585,1
265,40,14,11,67,31425,31448,1
1783,206,1,14,78,31426,31449,1
539,30,59,13,0,31427,31450,1
1527,976,68,13,141,31428,31451,1
840,415,10,15,92,31429,31452,1
272,132,899,9,85,31430,31453,1
381,383,18,10,0,31431,31454,1
198,14,30,13,0,31432,31455,1
1349,500,60,6,66,31433,31456,1
158,41,1,15,0,31434,31457,1
7191,6665,2266,15,61,31435,31458,1
413,47,0,15,0,31436,31459,1
94,0,0,8,49,31437,31460,1
381,10,0,12,0,31438,31461,1
520,60,11,15,27,31439,31462,1
974,1,0,14,89,31440,31463,1
227,3,3,12,122,31441,31464,1
1804,1981,26,10,117,31442,31465,1
365,170,62,14,89,31443,31466,1
622,32,14,12,0,31444,31467,1
405,47,9,10,0,31445,31468,1
672,87,66,13,102,31446,31469,1
996,750,141,11,133,31447,31470,1
838,240,81,9,0,31448,31471,1
1905,817,49,9,56,31449,31472,1
1124,1018,2337,8,72,31450,31473,1
202,79,3,12,0,31451,31474,1
116,29,68,12,51,31452,31475,1
253,1,3,12,0,31453,31476,1
1284,783,65,8,109,31454,31477,1
2001,1810,549,10,119,31455,31478,1
53,6,9,11,0,31456,31479,1
1271,418,101,10,0,31457,31480,1
976,339,10,14,0,31458,31481,1
4866,4520,1418,15,160,31459,31482,1
824,130,47,11,74,31460,31483,1
811,17,5,12,0,31461,31484,1
1340,303,3,14,52,31462,31485,1
1643,312,1174,15,91,31463,31486,1
939,29,5,11,0,31464,31487,1
221,20,0,15,95,31465,31488,1
2001,83,40,13,0,31466,31489,1
881,70,2,14,20,31467,31490,1
162,66,24,14,81,31468,31491,1
406,14,4,14,52,31469,31492,1
693,984,276,13,86,31470,31493,1
2080,2028,10286,5,76,31471,31494,1
